"Persons Place of Usual Residence","2061, NSW","Unemployed, looking for part-time work",51
"Persons Place of Usual Residence","2061, NSW","Not in the labour force",1364
"Persons Place of Usual Residence","2061, NSW","Not stated",548
"Persons Place of Usual Residence","2061, NSW","Not applicable",441
"Persons Place of Usual Residence","2061, NSW","Total",5943
"Persons Place of Usual Residence","2062, NSW","Employed, worked full-time",2901
"Persons Place of Usual Residence","2062, NSW","Employed, worked part-time",947
"Persons Place of Usual Residence","2062, NSW","Employed, away from work",168
"Persons Place of Usual Residence","2062, NSW","Unemployed, looking for full-time work",87
"Persons Place of Usual Residence","2062, NSW","Unemployed, looking for part-time work",63
"Persons Place of Usual Residence","2062, NSW","Not in the labour force",1242
"Persons Place of Usual Residence","2062, NSW","Not stated",317
"Persons Place of Usual Residence","2062, NSW","Not applicable",1279
"Persons Place of Usual Residence","2062, NSW","Total",7004
"Persons Place of Usual Residence","2063, NSW","Employed, worked full-time",1814
"Persons Place of Usual Residence","2063, NSW","Employed, worked part-time",969
"Persons Place of Usual Residence","2063, NSW","Employed, away from work",102
"Persons Place of Usual Residence","2063, NSW","Unemployed, looking for full-time work",60
"Persons Place of Usual Residence","2063, NSW","Unemployed, looking for part-time work",58
"Persons Place of Usual Residence","2063, NSW","Not in the labour force",1720
"Persons Place of Usual Residence","2063, NSW","Not stated",201
